timestamp,system_state,detection_count,inference_time,depth_estimation_time
3190900,2,0,209,0
3191107,2,0,411,0
3191331,2,0,230,0
3191532,2,0,230,0
3191718,2,0,336,0
3191925,2,0,215,0
