timestamp,system_state,detection_count,inference_time,depth_estimation_time
8114790,2,0,229,0
8115001,2,0,346,0
8115202,2,0,237,0
8115433,2,0,239,0
8115636,2,0,239,0
8115847,2,0,350,0
8116036,2,0,265,0
8116257,2,0,209,0
8116447,2,0,209,0
8116648,2,0,328,0
8116877,2,1,218,0
8117096,2,1,245,0
8117296,3,1,219,0
8117495,2,1,219,0
8117721,2,1,248,0
8117918,3,1,396,0
8118156,3,2,219,0
8118367,2,2,219,0
8118584,2,0,260,0
8118800,2,0,165,0
8118982,2,0,165,0
8119221,2,0,329,0
