timestamp,system_state,detection_count,inference_time,depth_estimation_time
4240780,2,0,129,0
4240982,2,0,246,0
4241246,2,0,178,0
4241500,2,0,209,0
4241742,2,0,227,0
4241964,2,0,280,0
4242208,2,0,249,0
4242454,2,0,217,0
4242686,2,1,196,0
4242937,2,1,229,0
4243217,2,0,100,0
4243447,2,1,206,0
4243682,2,0,233,0
4243956,2,1,222,0
4244203,2,1,232,0
4244438,2,0,220,0
4244690,2,0,255,0
4244936,2,0,110,0
4245175,2,0,234,0
4245443,2,0,211,0
4245688,2,0,215,0
