timestamp,system_state,detection_count,inference_time,depth_estimation_time
8560727,2,0,224,0
8560941,2,0,220,0
8561138,2,0,220,0
8561349,2,0,375,0
8561568,2,0,218,0
8561776,2,0,228,0
8561999,2,0,197,0
8562190,2,0,197,0
8562410,2,0,341,0
8562616,2,0,261,0
8562827,2,0,261,0
8563009,2,2,363,0
8563260,2,1,224,0
8563473,2,1,209,0
8563692,2,1,219,0
8563902,2,0,238,0
8564123,2,0,229,0
8564341,2,0,205,0
