timestamp,system_state,detection_count,inference_time,depth_estimation_time
9106914,2,0,230,0
9107144,2,0,327,0
9107325,2,0,233,0
9107546,2,0,223,0
9107744,2,0,223,0
9107945,2,0,351,0
9108189,2,0,207,0
9108401,2,0,217,0
9108624,2,0,234,0
9108823,2,0,234,0
9109051,3,2,233,0
9109261,2,2,233,0
9109486,2,2,268,0
9109684,2,2,219,0
9109888,2,1,286,0
9110127,3,2,290,0
9110350,2,0,221,0
